"Acct Number","Date","Description","Reference","Debit","Credit"
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,27083.26
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",27083.26,0
"10-0400-320","12-10-1999","FROM UTILITIES      ","UB121099",0,60.64
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",60.64,0
"10-0500-320","12-10-1999","FROM UTILITIES      ","UB121099",0,59.09
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",59.09,0
"10-0300-320","12-10-1999","FROM UTILITIES      ","UB121099",0,1445.2
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",1445.2,0
"10-0300-320","12-10-1999","FROM UTILITIES      ","UB121099",0,270
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",270,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,656
"10-0300-001","12-10-1999","FROM UTILITIES      ","UB121099",656,0
"10-0600-320","12-10-1999","FROM UTILITIES      ","UB121099",0,24.8
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",24.8,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,337.5
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",337.5,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,3065.14
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",3065.14,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,2184.56
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",2184.56,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,12873.65
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",12873.65,0
"10-0400-320","12-10-1999","FROM UTILITIES      ","UB121099",0,2.04
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",2.04,0
"10-0500-320","12-10-1999","FROM UTILITIES      ","UB121099",0,2.13
"10-1050-000","12-10-1999","FROM UTILITIES      ","UB121099",2.13,0
"10-0300-320","12-10-1999","FROM UTILITIES      ","UB121099",0,18.11
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",18.11,0
"10-0300-320","12-10-1999","FROM UTILITIES      ","UB121099",0,6.91
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",6.91,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,679
"10-0300-001","12-10-1999","FROM UTILITIES      ","UB121099",679,0
"10-0600-320","12-10-1999","FROM UTILITIES      ","UB121099",0,1.3
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",1.3,0
"10-1200-000","12-10-1999","FROM UTILITIES      ","UB121099",0,324
"10-1020-000","12-10-1999","FROM UTILITIES      ","UB121099",324,0
"10-1020-000","12-08-1999","EL MISC-RETURN CHECK","~       ",25,0
"10-0300-350","12-08-1999","EL MISC-RETURN CHECK","~       ",0,25
"10-1120-000","12-08-1999","METER DEPOSIT       ","~       ",75,0
"10-2200-000","12-08-1999","METER DEPOSIT       ","~       ",0,75
"10-1020-000","12-09-1999","EL MISC-RETURN CHECK","~       ",25,0
"10-0300-350","12-09-1999","EL MISC-RETURN CHECK","~       ",0,25
"10-1050-000","12-10-1999","WT MISC-MILLIKEN RES","~       ",3300,0
"10-0400-350","12-10-1999","WT MISC-MILLIKEN RES","~       ",0,3300
"10-1050-000","12-10-1999","WT MISC-WATER SAMPLE","~       ",45,0
"10-0400-350","12-10-1999","WT MISC-WATER SAMPLE","~       ",0,45
"10-1200-000","12-13-1999","FROM UTILITIES      ","UB121499",0,3109.74
"10-1050-000","12-13-1999","FROM UTILITIES      ","UB121499",3109.74,0
"10-1200-000","12-13-1999","FROM UTILITIES      ","UB121499",0,3789.22
"10-1050-000","12-13-1999","FROM UTILITIES      ","UB121499",3789.22,0
"10-1200-000","12-13-1999","FROM UTILITIES      ","UB121499",0,35274.92
"10-1020-000","12-13-1999","FROM UTILITIES      ","UB121499",35274.92,0
"10-0300-320","12-13-1999","FROM UTILITIES      ","UB121499",0,15
"10-1020-000","12-13-1999","FROM UTILITIES      ","UB121499",15,0
"10-1200-000","12-13-1999","FROM UTILITIES      ","UB121499",0,811
"10-0300-001","12-13-1999","FROM UTILITIES      ","UB121499",811,0
"10-1200-000","12-13-1999","FROM UTILITIES      ","UB121499",0,864.3
"10-1020-000","12-13-1999","FROM UTILITIES      ","UB121499",864.3,0
"10-0300-401","12-16-1999","Wages               ","~       ",1629.2,0
"10-0300-403","12-16-1999","Wages               ","~       ",421.6,0
"10-0300-420","12-16-1999","Ret Match           ","~       ",109.16,0
"10-0300-420","12-16-1999","Ret Match           ","~       ",28.25,0
"10-0300-421","12-16-1999","Soc Match           ","~       ",101.01,0
"10-0300-421","12-16-1999","Soc Match           ","~       ",26.14,0
"10-0300-421","12-16-1999","Med Match           ","~       ",23.62,0
"10-0300-421","12-16-1999","Med Match           ","~       ",6.11,0
"10-0400-401","12-16-1999","Wages               ","~       ",2865.76,0
"10-0400-403","12-16-1999","Wages               ","~       ",524.94,0
"10-0400-420","12-16-1999","Ret Match           ","~       ",171.67,0
"10-0400-420","12-16-1999","Ret Match           ","~       ",35.17,0
"10-0400-421","12-16-1999","Soc Match           ","~       ",177.67,0
"10-0400-421","12-16-1999","Soc Match           ","~       ",32.55,0
"10-0400-421","12-16-1999","Med Match           ","~       ",41.56,0
"10-0400-421","12-16-1999","Med Match           ","~       ",7.61,0
"10-0500-401","12-16-1999","Wages               ","~       ",2183.88,0
"10-0500-420","12-16-1999","Ret Match           ","~       ",131.35,0
"10-0500-421","12-16-1999","Soc Match           ","~       ",135.4,0
"10-0500-421","12-16-1999","Med Match           ","~       ",31.67,0
"10-1030-000","12-16-1999","PR Net              ","~       ",0,4360.76
"10-2100-000","12-16-1999","Withholdings        ","~       ",0,796.38
"10-2110-000","12-16-1999","Withholdings        ","~       ",0,358.48
"10-2120-000","12-16-1999","Withholdings        ","~       ",0,472.77
"10-2120-000","12-16-1999","Withholdings        ","~       ",0,110.57
"10-2120-000","12-16-1999","Soc Match Liab      ","~       ",0,472.77
"10-2120-000","12-16-1999","Med Match Liab      ","~       ",0,110.57
"10-2130-000","12-16-1999","Withholdings        ","~       ",0,425.92
"10-2130-000","12-16-1999","Ret Match Liab      ","~       ",0,475.6
"10-2140-000","12-16-1999","Deductions          ","~       ",0,16.06
"10-2140-000","12-16-1999","Deductions          ","~       ",0,127.69
"10-2140-000","12-16-1999","Deductions          ","~       ",0,13.29
"10-2150-000","12-16-1999","Deductions          ","~       ",0,745.96
"10-2170-000","12-16-1999","Deductions          ","~       ",0,197.5
"10-1030-000","12-16-1999","SC STATE TREASURER  ","6924    ",0,197.5
"10-1030-000","12-16-1999","EFTPS(FICA/FEDERAL) ","EFTSP   ",0,1963.06
"10-1030-000","12-16-1999","SC STATE EMP CR UN  ","6923    ",0,745.96
"10-2100-000","12-16-1999","EFTPS(FICA/FEDERAL) ","EFTSP   ",796.38,0
"10-2120-000","12-16-1999","EFTPS(FICA/FEDERAL) ","EFTSP   ",1166.68,0
"10-2150-000","12-16-1999","SC STATE EMP CR UN  ","6923    ",745.96,0
"10-2170-000","12-16-1999","SC STATE TREASURER  ","6924    ",197.5,0
"10-0300-401","12-21-1999","Wages               ","~       ",1654.2,0
"10-0300-403","12-21-1999","Wages               ","~       ",421.6,0
"10-0300-420","12-21-1999","Ret Match           ","~       ",110.83,0
"10-0300-420","12-21-1999","Ret Match           ","~       ",28.25,0
"10-0300-421","12-21-1999","Soc Match           ","~       ",102.56,0
"10-0300-421","12-21-1999","Soc Match           ","~       ",26.14,0
"10-0300-421","12-21-1999","Med Match           ","~       ",23.98,0
"10-0300-421","12-21-1999","Med Match           ","~       ",6.11,0
"10-0400-401","12-21-1999","Wages               ","~       ",2805.2,0
"10-0400-403","12-21-1999","Wages               ","~       ",498.02,0
"10-0400-420","12-21-1999","Ret Match           ","~       ",167.62,0
"10-0400-420","12-21-1999","Ret Match           ","~       ",33.37,0
"10-0400-421","12-21-1999","Soc Match           ","~       ",173.92,0
"10-0400-421","12-21-1999","Soc Match           ","~       ",30.88,0
"10-0400-421","12-21-1999","Med Match           ","~       ",40.68,0
"10-0400-421","12-21-1999","Med Match           ","~       ",7.22,0
"10-0500-401","12-21-1999","Wages               ","~       ",2158.88,0
"10-0500-420","12-21-1999","Ret Match           ","~       ",129.68,0
"10-0500-421","12-21-1999","Soc Match           ","~       ",133.85,0
"10-0500-421","12-21-1999","Med Match           ","~       ",31.31,0
"10-1030-000","12-21-1999","PR Net              ","~       ",0,4309.98
"10-2100-000","12-21-1999","Withholdings        ","~       ",0,777.38
"10-2110-000","12-21-1999","Withholdings        ","~       ",0,352.72
"10-2120-000","12-21-1999","Withholdings        ","~       ",0,467.35
"10-2120-000","12-21-1999","Withholdings        ","~       ",0,109.3
"10-2120-000","12-21-1999","Soc Match Liab      ","~       ",0,467.35
"10-2120-000","12-21-1999","Med Match Liab      ","~       ",0,109.3
"10-2130-000","12-21-1999","Withholdings        ","~       ",0,420.67
"10-2130-000","12-21-1999","Ret Match Liab      ","~       ",0,469.75
"10-2140-000","12-21-1999","Deductions          ","~       ",0,16.06
"10-2140-000","12-21-1999","Deductions          ","~       ",0,127.69
"10-2140-000","12-21-1999","Deductions          ","~       ",0,13.29
"10-2150-000","12-21-1999","Deductions          ","~       ",0,745.96
"10-2170-000","12-21-1999","Deductions          ","~       ",0,197.5
"10-1030-000","12-21-1999","SC STATE TREASURER  ","6962    ",0,197.5
"10-1030-000","12-21-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",0,1930.68
"10-1030-000","12-21-1999","SC STATE EMP CR UN  ","6943    ",0,745.96
"10-2100-000","12-21-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",777.38,0
"10-2120-000","12-21-1999","EFTPS(FICA/FEDERAL) ","EFTPS   ",1153.3,0
"10-2150-000","12-21-1999","SC STATE EMP CR UN  ","6943    ",745.96,0
"10-2170-000","12-21-1999","SC STATE TREASURER  ","6962    ",197.5,0
"10-1120-000","12-14-1999","METER DEPOSIT       ","~       ",2520,0
"10-2200-000","12-14-1999","METER DEPOSIT       ","~       ",0,2520
"10-1120-000","12-14-1999","METER DEPOSIT       ","~       ",360,0
"10-2200-000","12-14-1999","METER DEPOSIT       ","~       ",0,360
"10-1200-000","12-16-1999","FROM UTILITIES      ","UB122099",0,318.42
"10-1050-000","12-16-1999","FROM UTILITIES      ","UB122099",318.42,0
"10-1200-000","12-16-1999","FROM UTILITIES      ","UB122099",0,237.32
"10-1050-000","12-16-1999","FROM UTILITIES      ","UB122099",237.32,0
"10-1200-000","12-16-1999","FROM UTILITIES      ","UB122099",0,1467.68
"10-1020-000","12-16-1999","FROM UTILITIES      ","UB122099",1467.68,0
"10-0400-320","12-16-1999","FROM UTILITIES      ","UB122099",0,32.76
"10-1050-000","12-16-1999","FROM UTILITIES      ","UB122099",32.76,0
"10-0500-320","12-16-1999","FROM UTILITIES      ","UB122099",0,24.65
"10-1050-000","12-16-1999","FROM UTILITIES      ","UB122099",24.65,0
"10-0300-320","12-16-1999","FROM UTILITIES      ","UB122099",0,154.03
"10-1020-000","12-16-1999","FROM UTILITIES      ","UB122099",154.03,0
"10-0300-320","12-16-1999","FROM UTILITIES      ","UB122099",0,40
"10-1020-000","12-16-1999","FROM UTILITIES      ","UB122099",40,0
"10-1200-000","12-16-1999","FROM UTILITIES      ","UB122099",0,66
"10-0300-001","12-16-1999","FROM UTILITIES      ","UB122099",66,0
"10-0600-320","12-16-1999","FROM UTILITIES      ","UB122099",0,7.1
"10-1020-000","12-16-1999","FROM UTILITIES      ","UB122099",7.1,0
"10-1200-000","12-16-1999","FROM UTILITIES      ","UB122099",0,48.3
"10-1020-000","12-16-1999","FROM UTILITIES      ","UB122099",48.3,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,873.99
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",873.99,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,391.54
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",391.54,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,4154.37
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",4154.37,0
"10-0400-320","12-20-1999","FROM UTILITIES      ","UB122099",0,51.04
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",51.04,0
"10-0500-320","12-20-1999","FROM UTILITIES      ","UB122099",0,36.08
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",36.08,0
"10-0300-320","12-20-1999","FROM UTILITIES      ","UB122099",0,385.7
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",385.7,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,183
"10-0300-001","12-20-1999","FROM UTILITIES      ","UB122099",183,0
"10-0600-320","12-20-1999","FROM UTILITIES      ","UB122099",0,16.8
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",16.8,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,110.4
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",110.4,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,548.51
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",548.51,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,483.05
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",483.05,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,3683.58
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",3683.58,0
"10-0400-320","12-20-1999","FROM UTILITIES      ","UB122099",0,54.85
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",54.85,0
"10-0500-320","12-20-1999","FROM UTILITIES      ","UB122099",0,48.31
"10-1050-000","12-20-1999","FROM UTILITIES      ","UB122099",48.31,0
"10-0300-320","12-20-1999","FROM UTILITIES      ","UB122099",0,379.02
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",379.02,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,152
"10-0300-001","12-20-1999","FROM UTILITIES      ","UB122099",152,0
"10-0600-320","12-20-1999","FROM UTILITIES      ","UB122099",0,15.2
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",15.2,0
"10-1200-000","12-20-1999","FROM UTILITIES      ","UB122099",0,87.9
"10-1020-000","12-20-1999","FROM UTILITIES      ","UB122099",87.9,0
"10-0300-429","12-31-1999","TOWN POWER          ","~       ",2008.25,0
"10-0300-304","12-31-1999","TOWN POWER          ","~       ",0,2008.25
"10-0300-427","12-31-1999","CPW POWER           ","~       ",44.06,0
"10-0400-427","12-31-1999","CPW POWER           ","~       ",3237.89,0
"10-0500-427","12-31-1999","CPW POWER           ","~       ",5739.7,0
"10-0300-310","12-31-1999","CPW POWER           ","~       ",0,44.06
"10-0400-310","12-31-1999","CPW POWER           ","~       ",0,3237.89
"10-0500-310","12-31-1999","CPW POWER           ","~       ",0,5739.7
"10-1020-000","11-30-1999","NOVEMBER INTEREST   ","~       ",170.22,0
"10-0300-340","11-30-1999","NOVEMBER INTEREST   ","~       ",0,170.22
"10-1200-000","12-22-1999","FROM UTILITIES      ","UB122299",0,300.14
"10-1050-000","12-22-1999","FROM UTILITIES      ","UB122299",300.14,0
"10-1200-000","12-22-1999","FROM UTILITIES      ","UB122299",0,280.97
"10-1050-000","12-22-1999","FROM UTILITIES      ","UB122299",280.97,0
"10-1200-000","12-22-1999","FROM UTILITIES      ","UB122299",0,2599.79
"10-1020-000","12-22-1999","FROM UTILITIES      ","UB122299",2599.79,0
"10-0400-320","12-22-1999","FROM UTILITIES      ","UB122299",0,28.76
"10-1050-000","12-22-1999","FROM UTILITIES      ","UB122299",28.76,0
"10-0500-320","12-22-1999","FROM UTILITIES      ","UB122299",0,26.73
"10-1050-000","12-22-1999","FROM UTILITIES      ","UB122299",26.73,0
"10-0300-320","12-22-1999","FROM UTILITIES      ","UB122299",0,99.75
"10-1020-000","12-22-1999","FROM UTILITIES      ","UB122299",99.75,0
"10-0300-320","12-22-1999","FROM UTILITIES      ","UB122299",0,75
"10-1020-000","12-22-1999","FROM UTILITIES      ","UB122299",75,0
"10-0400-320","12-22-1999","FROM UTILITIES      ","UB122299",0,15
"10-1050-000","12-22-1999","FROM UTILITIES      ","UB122299",15,0
"10-1200-000","12-22-1999","FROM UTILITIES      ","UB122299",0,41
"10-0300-001","12-22-1999","FROM UTILITIES      ","UB122299",41,0
"10-0600-320","12-22-1999","FROM UTILITIES      ","UB122299",0,3.3
"10-1020-000","12-22-1999","FROM UTILITIES      ","UB122299",3.3,0
"10-1200-000","12-22-1999","FROM UTILITIES      ","UB122299",0,34.5
"10-1020-000","12-22-1999","FROM UTILITIES      ","UB122299",34.5,0
"10-1200-000","01-05-2000","FROM UTILITIES      ","UB122299",0,325.9
"10-1050-000","01-05-2000","FROM UTILITIES      ","UB122299",325.9,0
"10-1200-000","01-05-2000","FROM UTILITIES      ","UB122299",0,298.32
"10-1050-000","01-05-2000","FROM UTILITIES      ","UB122299",298.32,0
"10-1200-000","01-05-2000","FROM UTILITIES      ","UB122299",0,3194.38
"10-1020-000","01-05-2000","FROM UTILITIES      ","UB122299",3194.38,0
"10-1200-000","01-05-2000","FROM UTILITIES      ","UB122299",0,124
"10-0300-001","01-05-2000","FROM UTILITIES      ","UB122299",124,0
"10-1200-000","01-05-2000","FROM UTILITIES      ","UB122299",0,79.2
"10-1020-000","01-05-2000","FROM UTILITIES      ","UB122299",79.2,0
"10-0300-401","12-30-1999","Wages               ","~       ",1849.88,0
"10-0300-403","12-30-1999","Wages               ","~       ",326.74,0
"10-0300-420","12-30-1999","Ret Match           ","~       ",123.94,0
"10-0300-420","12-30-1999","Ret Match           ","~       ",21.89,0
"10-0300-421","12-30-1999","Soc Match           ","~       ",114.7,0
"10-0300-421","12-30-1999","Soc Match           ","~       ",20.26,0
"10-0300-421","12-30-1999","Med Match           ","~       ",26.82,0
"10-0300-421","12-30-1999","Med Match           ","~       ",4.74,0
"10-0400-401","12-30-1999","Wages               ","~       ",3452.33,0
"10-0400-403","12-30-1999","Wages               ","~       ",578.78,0
"10-0400-420","12-30-1999","Ret Match           ","~       ",210.97,0
"10-0400-420","12-30-1999","Ret Match           ","~       ",38.78,0
"10-0400-421","12-30-1999","Soc Match           ","~       ",214.05,0
"10-0400-421","12-30-1999","Soc Match           ","~       ",35.88,0
"10-0400-421","12-30-1999","Med Match           ","~       ",50.06,0
"10-0400-421","12-30-1999","Med Match           ","~       ",8.39,0
"10-0500-401","12-30-1999","Wages               ","~       ",2367.08,0
"10-0500-420","12-30-1999","Ret Match           ","~       ",143.63,0
"10-0500-421","12-30-1999","Soc Match           ","~       ",146.76,0
"10-0500-421","12-30-1999","Med Match           ","~       ",34.33,0
"10-1030-000","12-30-1999","PR Net              ","~       ",0,4921.42
"10-2100-000","12-30-1999","Withholdings        ","~       ",0,993.06
"10-2110-000","12-30-1999","Withholdings        ","~       ",0,420.96
"10-2120-000","12-30-1999","Withholdings        ","~       ",0,531.65
"10-2120-000","12-30-1999","Withholdings        ","~       ",0,124.34
"10-2120-000","12-30-1999","Soc Match Liab      ","~       ",0,531.65
"10-2120-000","12-30-1999","Med Match Liab      ","~       ",0,124.34
"10-2130-000","12-30-1999","Withholdings        ","~       ",0,482.88
"10-2130-000","12-30-1999","Ret Match Liab      ","~       ",0,539.21
"10-2140-000","12-30-1999","Deductions          ","~       ",0,16.06
"10-2140-000","12-30-1999","Deductions          ","~       ",0,127.69
"10-2140-000","12-30-1999","Deductions          ","~       ",0,13.29
"10-2150-000","12-30-1999","Deductions          ","~       ",0,745.96
"10-2170-000","12-30-1999","Deductions          ","~       ",0,197.5
"10-1120-000","12-17-1999","METER DEPOSIT       ","~       ",240,0
"10-2200-000","12-17-1999","METER DEPOSIT       ","~       ",0,240
"10-1120-000","12-22-1999","METER DEPOSIT       ","~       ",220,0
"10-2200-000","12-22-1999","METER DEPOSIT       ","~       ",0,220
"10-1050-000","12-22-1999","METER DEPOSIT       ","~       ",34.42,0
"10-0400-350","12-22-1999","METER DEPOSIT       ","~       ",0,34.42
"10-1120-000","12-27-1999","METER DEPOSIT       ","~       ",120,0
"10-2200-000","12-27-1999","METER DEPOSIT       ","~       ",0,120
"10-1020-000","12-28-1999","EL INS-RAY WALL     ","~       ",177.65,0
"10-2140-000","12-28-1999","EL INS-RAY WALL     ","~       ",0,177.65
"10-1120-000","12-29-1999","METER DEPOSIT       ","~       ",220,0
"10-2200-000","12-29-1999","METER DEPOSIT       ","~       ",0,220
"10-1120-000","12-30-1999","METER DEPOSIT       ","~       ",50,0
"10-2200-000","12-30-1999","METER DEPOSIT       ","~       ",0,50
"10-1120-000","12-30-1999","METER DEPOSIT       ","~       ",120,0
"10-2200-000","12-30-1999","METER DEPOSIT       ","~       ",0,120
"10-0300-403","12-01-1999","TOWN OF TRENTON     ","6154    ",1833.33,0
"10-0300-412","12-13-1999","LAWTON GARDNER      ","6210    ",121.56,0
"10-0300-413","12-10-1999","CHERYL NOBLE        ","6163    ",20.41,0
"10-0300-415","12-20-1999","MCCORMICK POSTMASTER","6215    ",24.75,0
"10-0300-415","12-30-1999","MCC POSTMASTER      ","6219    ",70.56,0
"10-0300-450","12-02-1999","BROWN'S TREE        ","6159    ",2000,0
"10-0300-450","12-09-1999","BROWN'S TREE        ","6162    ",3250,0
"10-0300-450","12-16-1999","BROWN'S TREE        ","6213    ",5000,0
"10-0300-450","12-21-1999","BROWN'S TREE        ","6216    ",1650,0
"10-0300-450","12-16-1999","WASTE MANAGEMENT    ","6212    ",21119.79,0
"10-0400-400","12-01-1999","COMM OF PUBLIC WORKS","6156    ",325.9,0
"10-0400-412","12-13-1999","LAWTON GARDNER      ","6210    ",121.56,0
"10-0400-413","12-10-1999","CHERYL NOBLE        ","6163    ",20.41,0
"10-0400-415","12-30-1999","MCC POSTMASTER      ","6219    ",52.92,0
"10-0400-415","12-20-1999","MCCORMICK POSTMASTER","6215    ",24.75,0
"10-0400-450","12-02-1999","F&A OFFICER SAVAN   ","6158    ",17357,0
"10-0400-450","12-30-1999","BROWN'S TREE        ","6217    ",4000,0
"10-0500-400","12-01-1999","COMM OF PUBLIC WORKS","6156    ",298.32,0
"10-0500-412","12-13-1999","LAWTON GARDNER      ","6210    ",121.58,0
"10-0500-413","12-10-1999","CHERYL NOBLE        ","6163    ",20.4,0
"10-0500-415","12-20-1999","MCCORMICK POSTMASTER","6215    ",24.75,0
"10-0500-415","12-30-1999","MCC POSTMASTER      ","6219    ",52.92,0
"10-1020-000","12-16-1999","WASTE MANAGEMENT    ","6212    ",0,21119.79
"10-1020-000","12-01-1999","TOWN OF TRENTON     ","6154    ",0,1833.33
"10-1020-000","12-01-1999","COMM OF PUBLIC WORKS","6155    ",0,9727.42
"10-1020-000","12-30-1999","MCC POSTMASTER      ","6219    ",0,176.4
"10-1020-000","12-16-1999","CPW                 ","6211    ",0,8719.62
"10-1020-000","12-30-1999","BROWN'S TREE        ","6217    ",0,4000
"10-1020-000","12-21-1999","BROWN'S TREE        ","6216    ",0,1650
"10-1020-000","12-20-1999","MCCORMICK POSTMASTER","6215    ",0,74.25
"10-1020-000","12-30-1999","CPW                 ","6218    ",0,9872.13
"10-1020-000","12-16-1999","BROWN'S TREE        ","6213    ",0,5000
"10-1020-000","12-20-1999","CPW                 ","6214    ",0,8619.59
"10-1020-000","12-08-1999","CPW                 ","6161    ",0,13956.71
"10-1020-000","12-01-1999","TOWN OF MCCORMICK   ","6157    ",0,179
"10-1020-000","12-09-1999","BROWN'S TREE        ","6162    ",0,3250
"10-1020-000","12-02-1999","F&A OFFICER SAVAN   ","6158    ",0,17357
"10-1020-000","12-02-1999","BROWN'S TREE        ","6159    ",0,2000
"10-1020-000","12-03-1999","CPW                 ","6160    ",0,3744.92
"10-1020-000","12-10-1999","CHERYL NOBLE        ","6163    ",0,61.22
"10-1020-000","12-01-1999","COMM OF PUBLIC WORKS","6156    ",0,624.22
"10-1020-000","12-13-1999","LAWTON GARDNER      ","6210    ",0,364.7
"10-1030-000","12-30-1999","CPW                 ","6218    ",4629.62,0
"10-1030-000","12-16-1999","CPW                 ","6211    ",2345.08,0
"10-1030-000","12-16-1999","CPW                 ","6211    ",2497.27,0
"10-1030-000","12-30-1999","CPW                 ","6218    ",2515.7,0
"10-1030-000","12-16-1999","CPW                 ","6211    ",3877.27,0
"10-1030-000","12-03-1999","CPW                 ","6160    ",1086.31,0
"10-1030-000","12-03-1999","CPW                 ","6160    ",1772.4,0
"10-1030-000","12-30-1999","CPW                 ","6218    ",2726.81,0
"10-1030-000","12-03-1999","CPW                 ","6160    ",886.21,0
"10-1030-000","12-08-1999","CPW                 ","6161    ",3972.41,0
"10-1030-000","12-20-1999","CPW                 ","6214    ",3777.24,0
"10-1030-000","12-20-1999","CPW                 ","6214    ",2468.68,0
"10-1030-000","12-01-1999","COMM OF PUBLIC WORKS","6155    ",2623.28,0
"10-1030-000","12-20-1999","CPW                 ","6214    ",2373.67,0
"10-1030-000","12-01-1999","COMM OF PUBLIC WORKS","6155    ",2699.92,0
"10-1030-000","12-08-1999","CPW                 ","6161    ",6330.59,0
"10-1030-000","12-01-1999","COMM OF PUBLIC WORKS","6155    ",4404.22,0
"10-1030-000","12-08-1999","CPW                 ","6161    ",3653.71,0
"10-2990-000","12-01-1999","TOWN OF MCCORMICK   ","6157    ",179,0
"10-1020-000","12-31-1999","CPW                 ","7673    ",24384.41,0
"10-1020-000","12-31-1999","CPW                 ","7673    ",62451.63,0
"10-1060-000","12-31-1999","CPW                 ","7673    ",0,86836.04
"10-1020-000","12-31-1999","DECEMBER INTEREST   ","~       ",178.96,0
"10-0300-340","12-31-1999","DECEMBER INTEREST   ","~       ",0,178.96
"10-0400-445","12-31-1999","RECD - NOVEMBER     ","~       ",1550,0
"10-1060-000","12-31-1999","RECD - NOVEMBER     ","~       ",0,1550
"10-0400-445","12-31-1999","RECD - NOVEMBER     ","~       ",2439,0
"10-1060-000","12-31-1999","RECD - NOVEMBER     ","~       ",0,2439
"10-1060-000","12-31-1999","NOVEMBER INTEREST   ","~       ",4713.23,0
"10-0500-340","12-31-1999","NOVEMBER INTEREST   ","~       ",0,4713.23
"10-1200-000","01-04-1980","FROM UTILITIES      ","UB010300",0,521.86
"10-1050-000","01-04-1980","FROM UTILITIES      ","UB010300",521.86,0
"10-1200-000","01-04-1980","FROM UTILITIES      ","UB010300",0,457.19
"10-1050-000","01-04-1980","FROM UTILITIES      ","UB010300",457.19,0
"10-1200-000","01-04-1980","FROM UTILITIES      ","UB010300",0,4455.49
"10-1020-000","01-04-1980","FROM UTILITIES      ","UB010300",4455.49,0
"10-0400-320","01-04-1980","FROM UTILITIES      ","UB010300",0,7.99
"10-1050-000","01-04-1980","FROM UTILITIES      ","UB010300",7.99,0
"10-0500-320","01-04-1980","FROM UTILITIES      ","UB010300",0,5.04
"10-1050-000","01-04-1980","FROM UTILITIES      ","UB010300",5.04,0
"10-0300-320","01-04-1980","FROM UTILITIES      ","UB010300",0,102.06
"10-1020-000","01-04-1980","FROM UTILITIES      ","UB010300",102.06,0
"10-0300-320","01-04-1980","FROM UTILITIES      ","UB010300",0,99.35
"10-1020-000","01-04-1980","FROM UTILITIES      ","UB010300",99.35,0
"10-0400-320","01-04-1980","FROM UTILITIES      ","UB010300",0,15
"10-1050-000","01-04-1980","FROM UTILITIES      ","UB010300",15,0
"10-1200-000","01-04-1980","FROM UTILITIES      ","UB010300",0,209
"10-0300-001","01-04-1980","FROM UTILITIES      ","UB010300",209,0
