~ACCTNO~|~TRDATE~|~TRTYPE~|~TRDESC~|~TRAMT~|~REV1~|~REV2~|~REV3~|~REV4~|~REV5~|~REV6~|~REV7~|~REV8~|~REV9~|~REV10~|~REV11~|~REV12~|~REV13~|~REV14~|~REV15~|~TAX1~|~TAX2~|~TAX3~|~TAX4~|~TAX5~|~TAX6~|~TAX7~|~TAX8~|~TAX9~|~TAX10~|~TAX11~|~TAX12~|~TAX13~|~TAX14~|~TAX15~|~MTY1~|~MTY2~|~MTY3~|~MTY4~|~MTY5~|~MTY6~|~MTY7~|~CRD1~|~CRD2~|~CRD3~|~CRD4~|~CRD5~|~CRD6~|~CRD7~|~PRD1~|~PRD2~|~PRD3~|~PRD4~|~PRD5~|~PRD6~|~PRD7~|~ERD1~|~ERD2~|~ERD3~|~ERD4~|~ERD5~|~ERD6~|~ERD7~|~BLNO~|~RDATE~|~BDATE~|~PDDATE~|~DDATE~|~PRP~|~OPNO~|~RBAL~|~CHKA~|~CSHA~|~PDATE~
~17~|~07/31/2012~|~1~|~Utility Billing~|~23.02~|~23.02~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~377660~|~0~|~0~|~0~|~0~|~0~|~0~|~374000~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~16~|~07/23/2012~|~07/31/2012~|~08/15/2012~|~08/10/2012~|~0~|~5~|~23.02~|~0.00~|~0.00~|~06/26/2012~
~17~|~07/10/2012~|~4~|~DRAFT PAYMENT TRANS~|~29.24~|~29.24~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~29.24~|~~
~17~|~06/29/2012~|~1~|~Utility Billing~|~29.24~|~29.24~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~374000~|~0~|~0~|~0~|~0~|~0~|~0~|~368670~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~06/26/2012~|~06/29/2012~|~07/16/2012~|~07/10/2012~|~0~|~5~|~29.24~|~0.00~|~0.00~|~05/23/2012~
~17~|~06/11/2012~|~4~|~DRAFT PAYMENT TRANS~|~19.00~|~19.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~19.00~|~~
~17~|~05/31/2012~|~1~|~Utility Billing~|~19.00~|~19.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~368670~|~0~|~0~|~0~|~0~|~0~|~0~|~365590~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~05/23/2012~|~05/31/2012~|~06/15/2012~|~06/10/2012~|~0~|~5~|~19.00~|~0.00~|~0.00~|~04/24/2012~
~17~|~05/10/2012~|~4~|~DRAFT PAYMENT TRANS~|~24.00~|~24.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~24.00~|~~
~17~|~04/30/2012~|~1~|~Utility Billing~|~24.00~|~24.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~365590~|~0~|~0~|~0~|~0~|~0~|~0~|~361410~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~04/24/2012~|~04/30/2012~|~05/15/2012~|~05/10/2012~|~0~|~5~|~24.00~|~0.00~|~0.00~|~03/26/2012~
~17~|~04/10/2012~|~4~|~DRAFT PAYMENT TRANS~|~34.29~|~34.29~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~34.29~|~~
~17~|~03/30/2012~|~1~|~Utility Billing~|~34.29~|~34.29~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~361410~|~0~|~0~|~0~|~0~|~0~|~0~|~354970~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~03/26/2012~|~03/30/2012~|~04/16/2012~|~04/10/2012~|~0~|~5~|~34.29~|~0.00~|~0.00~|~02/22/2012~
~17~|~03/12/2012~|~4~|~DRAFT PAYMENT TRANS~|~22.91~|~22.91~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~22.91~|~~
~17~|~02/29/2012~|~1~|~Utility Billing~|~22.91~|~22.91~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~354970~|~0~|~0~|~0~|~0~|~0~|~0~|~351030~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~02/22/2012~|~02/29/2012~|~03/15/2012~|~03/12/2012~|~0~|~5~|~22.91~|~0.00~|~0.00~|~01/25/2012~
~17~|~02/10/2012~|~4~|~DRAFT PAYMENT TRANS~|~28.83~|~28.83~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~28.83~|~~
~17~|~01/31/2012~|~1~|~Utility Billing~|~28.83~|~28.83~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~351030~|~0~|~0~|~0~|~0~|~0~|~0~|~345790~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~01/25/2012~|~01/31/2012~|~02/15/2012~|~02/10/2012~|~0~|~5~|~28.83~|~0.00~|~0.00~|~12/19/2011~
~17~|~01/10/2012~|~4~|~DRAFT PAYMENT TRANS~|~34.01~|~34.01~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~34.01~|~~
~17~|~12/30/2011~|~1~|~Utility Billing~|~34.01~|~34.01~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~345790~|~0~|~0~|~0~|~0~|~0~|~0~|~339410~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~12/19/2011~|~12/30/2011~|~01/17/2012~|~01/10/2012~|~0~|~5~|~34.01~|~0.00~|~0.00~|~11/21/2011~
~17~|~12/12/2011~|~4~|~DRAFT PAYMENT TRANS~|~39.84~|~39.84~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~39.84~|~~
~17~|~11/30/2011~|~1~|~Utility Billing~|~39.84~|~39.84~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~339410~|~0~|~0~|~0~|~0~|~0~|~0~|~331750~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~11/21/2011~|~11/30/2011~|~12/15/2011~|~12/09/2011~|~0~|~5~|~39.84~|~0.00~|~0.00~|~10/19/2011~
~17~|~11/10/2011~|~4~|~DRAFT PAYMENT TRANS~|~21.73~|~21.73~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~21.73~|~~
~17~|~10/31/2011~|~1~|~Utility Billing~|~21.73~|~21.73~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~331750~|~0~|~0~|~0~|~0~|~0~|~0~|~328070~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~10/19/2011~|~10/31/2011~|~11/15/2011~|~11/10/2011~|~0~|~5~|~21.73~|~0.00~|~0.00~|~09/23/2011~
~17~|~10/10/2011~|~4~|~DRAFT PAYMENT TRANS~|~30.51~|~30.51~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~30.51~|~~
~17~|~09/30/2011~|~1~|~Utility Billing~|~30.51~|~30.51~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~328070~|~0~|~0~|~0~|~0~|~0~|~0~|~322460~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~09/23/2011~|~09/30/2011~|~10/17/2011~|~10/10/2011~|~0~|~5~|~30.51~|~0.00~|~0.00~|~08/24/2011~
~17~|~09/12/2011~|~4~|~DRAFT PAYMENT TRANS~|~45.66~|~45.66~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~45.66~|~~
~17~|~08/31/2011~|~1~|~Utility Billing~|~45.66~|~45.66~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~322460~|~0~|~0~|~0~|~0~|~0~|~0~|~313520~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~08/24/2011~|~08/31/2011~|~09/15/2011~|~09/10/2011~|~0~|~5~|~45.66~|~0.00~|~0.00~|~07/22/2011~
~17~|~08/09/2011~|~4~|~DRAFT PAYMENT TRANS~|~47.44~|~47.44~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~47.44~|~~
~17~|~07/29/2011~|~1~|~Utility Billing~|~47.44~|~47.44~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~313520~|~0~|~0~|~0~|~0~|~0~|~0~|~304190~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~07/22/2011~|~07/29/2011~|~08/15/2011~|~08/10/2011~|~0~|~5~|~47.44~|~0.00~|~0.00~|~06/23/2011~
~17~|~07/11/2011~|~4~|~DRAFT PAYMENT TRANS~|~35.08~|~35.08~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~35.08~|~~
~17~|~06/30/2011~|~1~|~Utility Billing~|~35.08~|~35.08~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~304190~|~0~|~0~|~0~|~0~|~0~|~0~|~296870~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~06/23/2011~|~06/30/2011~|~07/15/2011~|~07/11/2011~|~0~|~5~|~35.08~|~0.00~|~0.00~|~05/23/2011~
~17~|~06/09/2011~|~4~|~DRAFT PAYMENT TRANS~|~28.12~|~28.12~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~28.12~|~~
~17~|~05/31/2011~|~1~|~Utility Billing~|~28.12~|~28.12~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~296870~|~0~|~0~|~0~|~0~|~0~|~0~|~291270~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~05/23/2011~|~05/31/2011~|~06/15/2011~|~06/10/2011~|~0~|~5~|~28.12~|~0.00~|~0.00~|~04/21/2011~
~17~|~05/09/2011~|~4~|~DRAFT PAYMENT TRANS~|~18.96~|~18.96~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~18.96~|~~
~17~|~04/29/2011~|~1~|~Utility Billing~|~18.96~|~18.96~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~291270~|~0~|~0~|~0~|~0~|~0~|~0~|~287930~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~04/21/2011~|~04/29/2011~|~05/16/2011~|~05/10/2011~|~0~|~5~|~18.96~|~0.00~|~0.00~|~03/24/2011~
~17~|~04/11/2011~|~4~|~DRAFT PAYMENT TRANS~|~18.64~|~18.64~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~18.64~|~~
~17~|~03/31/2011~|~1~|~Utility Billing~|~18.64~|~18.64~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~287930~|~0~|~0~|~0~|~0~|~0~|~0~|~284670~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~03/24/2011~|~03/31/2011~|~04/15/2011~|~04/11/2011~|~0~|~5~|~18.64~|~0.00~|~0.00~|~02/21/2011~
~17~|~03/09/2011~|~4~|~DRAFT PAYMENT TRANS~|~21.43~|~21.43~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~21.43~|~~
~17~|~02/28/2011~|~1~|~Utility Billing~|~21.43~|~21.43~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~284670~|~0~|~0~|~0~|~0~|~0~|~0~|~280720~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~02/21/2011~|~02/28/2011~|~03/15/2011~|~03/10/2011~|~0~|~5~|~21.43~|~0.00~|~0.00~|~01/24/2011~
