"Acct Number","Date","Description","Reference","Debit","Credit"
"10-100-23","12/05/16","MCGLOTHLIN          ","CASH    ",21,0
"10-300-05","12/05/16","HAGY                ","~       ",0,755.92
"10-100-23","12/05/16","HAGY                ","~       ",755.92,0
"10-300-04","12/05/16","HAGY                ","~       ",0,117.07
"10-100-23","12/05/16","HAGY                ","~       ",117.07,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,1375.22
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",1375.22,0
"10-300-05","12/05/16","WATKINS DEV.        ","~       ",0,910.49
"10-100-23","12/05/16","WATKINS DEV.        ","~       ",910.49,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,827.87
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",827.87,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,34.23
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",34.23,0
"10-300-04","12/05/16","MCGLOTHLIN          ","~       ",0,82.5
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",82.5,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,831.16
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",831.16,0
"10-300-04","12/05/16","MCGLOTHLIN          ","~       ",0,33.3
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",33.3,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,10.12
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",10.12,0
"10-300-05","12/05/16","MCGLOTHLIN          ","~       ",0,31.02
"10-100-23","12/05/16","MCGLOTHLIN          ","~       ",31.02,0
"10-300-05","12/05/16","MUTTER              ","~       ",0,650.54
"10-300-04","12/05/16","MUTTER              ","~       ",0,282.77
"10-100-23","12/05/16","MUTTER              ","~       ",933.31,0
"10-300-05","12/05/16","STREET              ","~       ",0,12.54
"10-100-23","12/05/16","STREET              ","~       ",12.54,0
"10-300-05","12/05/16","STREET              ","~       ",0,212.96
"10-300-04","12/05/16","STREET              ","~       ",0,29.7
"10-100-23","12/05/16","STREET              ","~       ",242.66,0
"10-300-05","12/05/16","FISER               ","~       ",0,303.16
"10-300-04","12/05/16","FISER               ","~       ",0,130.5
"10-100-23","12/05/16","FISER               ","~       ",433.66,0
"10-300-05","12/05/16","FLEMING             ","~       ",0,205.26
"10-100-23","12/05/16","FLEMING             ","~       ",205.26,0
"10-300-04","12/05/16","STILTNER  INS       ","~       ",0,11.85
"10-100-23","12/05/16","STILTNER  INS       ","~       ",11.85,0
"10-300-05","12/05/16","STREET              ","~       ",0,76.12
"10-100-23","12/05/16","STREET              ","~       ",76.12,0
"10-300-05","12/05/16","SAWYERS             ","~       ",0,13.2
"10-100-23","12/05/16","SAWYERS             ","~       ",13.2,0
"10-300-04","12/05/16","COOK                ","~       ",0,43.87
"10-100-23","12/05/16","COOK                ","~       ",43.87,0
"10-300-05","12/05/16","LYLE                ","~       ",0,36.96
"10-100-23","12/05/16","LYLE                ","~       ",36.96,0
"10-300-11","12/05/16","VERIZON             ","~       ",0,1179.57
"10-100-23","12/05/16","VERIZON             ","~       ",1179.57,0
"10-300-11","12/05/16","AT&T                ","~       ",0,635.68
"10-100-23","12/05/16","AT&T                ","~       ",635.68,0
"10-300-05","12/05/16","NPB                 ","~       ",0,292.82
"10-100-23","12/05/16","NPB                 ","~       ",292.82,0
"10-300-05","12/05/16","NPB                 ","~       ",0,175.34
"10-100-23","12/05/16","NPB                 ","~       ",175.34,0
"10-300-05","12/05/16","NPB                 ","~       ",0,425.7
"10-100-23","12/05/16","NPB                 ","~       ",425.7,0
"10-300-05","12/05/16","NPB                 ","~       ",0,69.52
"10-100-23","12/05/16","NPB                 ","~       ",69.52,0
"10-300-05","12/05/16","KLAD                ","~       ",0,1451.34
"10-100-23","12/05/16","KLAD                ","~       ",1451.34,0
"10-300-04","12/05/16","ELAINES             ","~       ",0,25
"10-100-23","12/05/16","ELAINES             ","~       ",25,0
"10-300-05","12/05/16","INTAX               ","~       ",0,1274.9
"10-300-04","12/05/16","INTAX               ","~       ",0,376.52
"10-100-23","12/05/16","INTAX               ","~       ",1651.42,0
"10-300-05","12/05/16","MULLINS             ","~       ",0,571.12
"10-100-23","12/05/16","MULLINS             ","~       ",571.12,0
"10-300-04","12/05/16","MULLINS             ","~       ",0,50.84
"10-100-23","12/05/16","MULLINS             ","~       ",50.84,0
"10-300-05","12/05/16","SEITZ               ","~       ",0,264.22
"10-100-23","12/05/16","SEITZ               ","~       ",264.22,0
"10-300-05","12/05/16","SAYERS              ","~       ",0,47.74
"10-100-23","12/05/16","SAYERS              ","~       ",47.74,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,149.82
"10-100-23","12/05/16","TRUPOINT            ","~       ",149.82,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,235.18
"10-100-23","12/05/16","TRUPOINT            ","~       ",235.18,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,166.76
"10-100-23","12/05/16","TRUPOINT            ","~       ",166.76,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,175.34
"10-100-23","12/05/16","TRUPOINT            ","~       ",175.34,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,179.74
"10-100-23","12/05/16","TRUPOINT            ","~       ",179.74,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,295.68
"10-100-23","12/05/16","TRUPOINT            ","~       ",295.68,0
"10-300-05","12/05/16","TRUPOINT            ","~       ",0,136.18
"10-100-23","12/05/16","TRUPOINT            ","~       ",136.18,0
"10-300-04","12/05/16","HACKNEY             ","~       ",0,165
"10-100-23","12/05/16","HACKNEY             ","~       ",165,0
"10-300-14","12/05/16","Garbage Deposit     ","~       ",0,917.84
"10-100-23","12/05/16","Garbage Deposit     ","~       ",917.84,0
"20-400-05","12/06/16","ST-9                ","ACHDEBIT",632.85,0
"20-100-01","12/06/16","ST-9                ","ACHDEBIT",0,632.85
"20-300-01","11/21/16","~                   ","~       ",0,767.26
"20-100-01","11/21/16","~                   ","~       ",767.26,0
"20-300-01","11/21/16","CC                  ","~       ",0,227.5
"20-100-01","11/21/16","CC                  ","~       ",227.5,0
"20-300-01","11/22/16","~                   ","~       ",0,506.35
"20-100-01","11/22/16","~                   ","~       ",506.35,0
"20-300-01","11/22/16","CC                  ","~       ",0,378.68
"20-100-01","11/22/16","CC                  ","~       ",378.68,0
"20-300-01","11/23/16","~                   ","~       ",0,517.01
"20-100-01","11/23/16","~                   ","~       ",517.01,0
"20-300-01","11/23/16","CC                  ","~       ",0,688.75
"20-100-01","11/23/16","CC                  ","~       ",688.75,0
"20-300-01","11/24/16","~                   ","~       ",0,332.75
"20-100-01","11/24/16","~                   ","~       ",332.75,0
"20-300-01","11/24/16","CC                  ","~       ",0,169.67
"20-100-01","11/24/16","CC                  ","~       ",169.67,0
"20-300-01","11/25/16","~                   ","~       ",0,953.74
"20-100-01","11/25/16","~                   ","~       ",953.74,0
"20-300-01","11/25/16","CC                  ","~       ",0,523.35
"20-100-01","11/25/16","CC                  ","~       ",523.35,0
"20-300-01","11/26/16","~                   ","~       ",0,883.59
"20-300-08","11/26/16","~                   ","~       ",0,466.7
"20-100-01","11/26/16","~                   ","~       ",1350.29,0
"20-300-01","11/26/16","CC                  ","~       ",0,746.96
"20-100-01","11/26/16","CC                  ","~       ",746.96,0
"20-300-01","11/27/16","~                   ","~       ",0,94.95
"20-300-07","11/27/16","~                   ","~       ",0,714
"20-100-01","11/27/16","~                   ","~       ",808.95,0
"20-300-01","11/27/16","CC                  ","~       ",0,633
"20-100-01","11/27/16","CC                  ","~       ",633,0
"20-300-01","11/28/16","~                   ","~       ",0,190.49
"20-100-01","11/28/16","~                   ","~       ",190.49,0
"20-300-01","11/28/16","CC                  ","~       ",0,478.02
"20-100-01","11/28/16","CC                  ","~       ",478.02,0
"20-300-01","11/29/16","~                   ","~       ",0,247.76
"20-100-01","11/29/16","~                   ","~       ",247.76,0
"20-300-01","11/29/16","CC                  ","~       ",0,188.15
"20-100-01","11/29/16","CC                  ","~       ",188.15,0
"20-300-01","11/30/16","~                   ","~       ",0,554.04
"20-300-06","11/30/16","~                   ","~       ",0,632.85
"20-100-01","11/30/16","~                   ","~       ",1186.89,0
"20-300-01","11/30/16","CC                  ","~       ",0,125.78
"20-100-01","11/30/16","CC                  ","~       ",125.78,0
"20-100-01","12/06/16","NOVEMBER 2016       ","TRANSFER",0,714
"20-100-02","12/06/16","ENTERTAINMENT TAX   ","TRANSFER",714,0
"20-300-03","11/30/16","INTEREST            ","~       ",0,2.17
"20-100-01","11/30/16","INTEREST            ","~       ",2.17,0
"20-400-31","11/30/16","MERCHANT SERVICES   ","ACHDEBIT",495.42,0
"20-100-01","11/30/16","MERCHANT SERVICES   ","ACHDEBIT",0,495.42
"10-560-98","11/30/16","BANK SERVICE FEE    ","ACHDEBIT",5,0
"10-100-24","11/30/16","BANK SERVICE FEE    ","ACHDEBIT",0,5
"10-560-98","11/30/16","BANK SERVICE FEE    ","ACHDEBIT",5,0
"10-100-25","11/30/16","BANK SERVICE FEE    ","ACHDEBIT",0,5
"10-300-25","11/30/16","INTEREST            ","~       ",0,15.47
"10-100-23","11/30/16","INTEREST            ","~       ",15.47,0
"10-500-18","11/07/16","HERMITAGE AUTO.     ","DEBIT   ",30.78,0
"10-100-23","11/07/16","HERMITAGE AUTO.     ","DEBIT   ",0,30.78
"10-400-07","11/14/16","DONNA COOPER        ","2259    ",200,0
"10-100-23","11/14/16","DONNA COOPER        ","2259    ",0,200
"10-400-07","11/30/16","VISTAPRINT          ","DEBIT   ",10,0
"10-100-23","11/30/16","VISTAPRINT          ","DEBIT   ",0,10
"10-500-14","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",92.8,0
"10-500-18","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",27.5,0
"10-510-14","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",65.8,0
"10-550-14","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",132,0
"10-530-14","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",49.5,0
"10-200-04","12/06/16","BUCHANAN COUNTY P. S","ALL ACCO",0,367.6
"10-400-25","12/06/16","GEARHEART COMMUNICAT","ACCT# 10",25,0
"10-200-04","12/06/16","GEARHEART COMMUNICAT","ACCT# 10",0,25
"10-200-15","12/06/16","LIBERTY NATIONAL    ","PIN# 509",126.36,0
"10-200-04","12/06/16","LIBERTY NATIONAL    ","PIN# 509",0,126.36
"10-400-12","12/06/16","VERIZON             ","ACCT#000",44.62,0
"10-500-12","12/06/16","VERIZON             ","ACCT#000",119.32,0
"10-200-04","12/06/16","VERIZON             ","ACCT#000",0,163.94
"10-500-27","12/06/16","APPLACHIAN POWER CO.","ACCT# 02",2349.68,0
"10-200-04","12/06/16","APPLACHIAN POWER CO.","ACCT# 02",0,2349.68
"10-200-15","12/06/16","AFLAC               ","INV# 977",798.14,0
"10-200-04","12/06/16","AFLAC               ","INV# 977",0,798.14
"10-100-23","12/06/16","AFLAC               "," 13246  ",0,798.14
"10-200-04","12/06/16","AFLAC               "," 13246  ",798.14,0
"10-100-23","12/06/16","APPLACHIAN POWER CO."," 13247  ",0,2349.68
"10-200-04","12/06/16","APPLACHIAN POWER CO."," 13247  ",2349.68,0
"10-100-23","12/06/16","BUCHANAN COUNTY P. S"," 13248  ",0,367.6
"10-200-04","12/06/16","BUCHANAN COUNTY P. S"," 13248  ",367.6,0
"10-100-23","12/06/16","GEARHEART COMMUNICAT"," 13249  ",0,25
"10-200-04","12/06/16","GEARHEART COMMUNICAT"," 13249  ",25,0
"10-100-23","12/06/16","LIBERTY NATIONAL    "," 13250  ",0,126.36
"10-200-04","12/06/16","LIBERTY NATIONAL    "," 13250  ",126.36,0
"10-100-23","12/06/16","VERIZON             "," 13251  ",0,163.94
"10-200-04","12/06/16","VERIZON             "," 13251  ",163.94,0
"10-400-07","12/06/16","SAMS CLUB           ","2271    ",22.96,0
"10-510-38","12/06/16","SAMS CLUB           ","2271    ",373.58,0
"10-100-23","12/06/16","SAMS CLUB           ","2271    ",0,396.54
"20-400-11","12/06/16","SAM'S CLUB          ","ACCT# 60",54.09,0
"20-400-11","12/06/16","SAM'S CLUB          ","ACCT# 60",47.5,0
"20-400-16","12/06/16","SAM'S CLUB          ","ACCT# 60",79,0
"20-400-26","12/06/16","SAM'S CLUB          ","ACCT# 60",74.04,0
"20-400-17","12/06/16","SAM'S CLUB          ","ACCT# 60",22.76,0
"20-400-20","12/06/16","SAM'S CLUB          ","ACCT# 60",74.68,0
"20-400-26","12/06/16","SAM'S CLUB          ","ACCT# 60",102.26,0
"20-400-11","12/06/16","SAM'S CLUB          ","ACCT# 60",84.85,0
"20-200-04","12/06/16","SAM'S CLUB          ","ACCT# 60",0,539.18
"20-400-09","12/06/16","BUCHANAN COUNTY P. S","ACCT# 10",314.7,0
"20-200-04","12/06/16","BUCHANAN COUNTY P. S","ACCT# 10",0,314.7
"20-400-22","12/06/16","TRI-STATE THEATRE SE","BOOKING ",600,0
"20-200-04","12/06/16","TRI-STATE THEATRE SE","BOOKING ",0,600
"20-400-21","12/06/16","20TH CENTURY FOX    ","TROLLS  ",1037.8,0
"20-200-04","12/06/16","20TH CENTURY FOX    ","TROLLS  ",0,1037.8
"20-400-21","12/06/16","LIONS GATE          ","TYLER PE",897.5,0
"20-200-04","12/06/16","LIONS GATE          ","TYLER PE",0,897.5
"20-400-21","12/06/16","WARNER BROTHERS     ","FANTASTI",487.34,0
"20-200-04","12/06/16","WARNER BROTHERS     ","FANTASTI",0,487.34
"20-400-21","12/06/16","20TH CENTURY FOX    ","TROLLS  ",790.03,0
"20-200-04","12/06/16","20TH CENTURY FOX    ","TROLLS  ",0,790.03
"20-400-21","12/06/16","WALT DISNEY STUDIOS ","DR STRAN",558.73,0
"20-200-04","12/06/16","WALT DISNEY STUDIOS ","DR STRAN",0,558.73
"20-400-21","12/06/16","WARNER BROTHERS     ","FANTASTI",784.41,0
"20-200-04","12/06/16","WARNER BROTHERS     ","FANTASTI",0,784.41
"20-400-25","12/06/16","MOVIEAD             ","INV# 570",27,0
"20-200-04","12/06/16","MOVIEAD             ","INV# 570",0,27
"20-400-23","12/06/16","DELUXE ECHOSTAR, LLC","INV# 913",219.75,0
"20-200-04","12/06/16","DELUXE ECHOSTAR, LLC","INV# 913",0,219.75
"20-400-25","12/06/16","CINEMA EDGE, LLC.   ","INV# 260",147.5,0
"20-200-04","12/06/16","CINEMA EDGE, LLC.   ","INV# 260",0,147.5
"20-400-20","12/06/16","CONTINENTAL CONCESS.","INV# 564",616.86,0
"20-200-04","12/06/16","CONTINENTAL CONCESS.","INV# 564",0,616.86
"20-400-03","12/06/16","TOWN OF GRUNDY      ","REIMBURS",81.41,0
"20-400-04","12/06/16","TOWN OF GRUNDY      ","REIMBURS",23.6,0
"20-200-04","12/06/16","TOWN OF GRUNDY      ","REIMBURS",0,105.01
"20-400-12","12/06/16","SHAVER SOUND SERVICE","INV# 785",180,0
"20-200-04","12/06/16","SHAVER SOUND SERVICE","INV# 785",0,180
"20-400-14","12/06/16","RETRIEVER SOFTWARE, ","INV# 163",1313,0
"20-200-04","12/06/16","RETRIEVER SOFTWARE, ","INV# 163",0,1313
"20-400-13","12/06/16","BRIGHT STAR SYSTEMS ","INV#4396",798.31,0
"20-200-04","12/06/16","BRIGHT STAR SYSTEMS ","INV#4396",0,798.31
"20-400-20","12/06/16","COCO-COLA BOTTLING  ","INV# 573",364.75,0
"20-200-04","12/06/16","COCO-COLA BOTTLING  ","INV# 573",0,364.75
"20-400-06","12/06/16","TOWN OF GRUNDY/FOOD ","NOVEMBER",466.7,0
"20-200-04","12/06/16","TOWN OF GRUNDY/FOOD ","NOVEMBER",0,466.7
"20-400-25","12/06/16","MAINBOARD, LLC      ","INV# 110",1453,0
"20-200-04","12/06/16","MAINBOARD, LLC      ","INV# 110",0,1453
"20-400-25","12/06/16","MOUNTAINEER PUBLISHI","AUGUST 2",498.75,0
"20-200-04","12/06/16","MOUNTAINEER PUBLISHI","AUGUST 2",0,498.75
"20-100-01","12/06/16","20TH CENTURY FOX    "," 13214  ",0,1827.83
"20-200-04","12/06/16","20TH CENTURY FOX    "," 13214  ",1827.83,0
"20-100-01","12/06/16","BRIGHT STAR SYSTEMS "," 13215  ",0,798.31
"20-200-04","12/06/16","BRIGHT STAR SYSTEMS "," 13215  ",798.31,0
"20-100-01","12/06/16","BUCHANAN COUNTY P. S"," 13216  ",0,314.7
"20-200-04","12/06/16","BUCHANAN COUNTY P. S"," 13216  ",314.7,0
"20-100-01","12/06/16","CINEMA EDGE, LLC.   "," 13217  ",0,147.5
"20-200-04","12/06/16","CINEMA EDGE, LLC.   "," 13217  ",147.5,0
"20-100-01","12/06/16","COCO-COLA BOTTLING  "," 13218  ",0,364.75
"20-200-04","12/06/16","COCO-COLA BOTTLING  "," 13218  ",364.75,0
"20-100-01","12/06/16","CONTINENTAL CONCESS."," 13219  ",0,616.86
"20-200-04","12/06/16","CONTINENTAL CONCESS."," 13219  ",616.86,0
"20-100-01","12/06/16","DELUXE ECHOSTAR, LLC"," 13220  ",0,219.75
"20-200-04","12/06/16","DELUXE ECHOSTAR, LLC"," 13220  ",219.75,0
"20-100-01","12/06/16","LIONS GATE          "," 13221  ",0,897.5
"20-200-04","12/06/16","LIONS GATE          "," 13221  ",897.5,0
"20-100-01","12/06/16","MAINBOARD, LLC      "," 13222  ",0,1453
"20-200-04","12/06/16","MAINBOARD, LLC      "," 13222  ",1453,0
"20-100-01","12/06/16","MOUNTAINEER PUBLISHI"," 13223  ",0,498.75
"20-200-04","12/06/16","MOUNTAINEER PUBLISHI"," 13223  ",498.75,0
"20-100-01","12/06/16","MOVIEAD             "," 13224  ",0,27
"20-200-04","12/06/16","MOVIEAD             "," 13224  ",27,0
"20-100-01","12/06/16","RETRIEVER SOFTWARE, "," 13225  ",0,1313
"20-200-04","12/06/16","RETRIEVER SOFTWARE, "," 13225  ",1313,0
"20-100-01","12/06/16","SAM'S CLUB          "," 13226  ",0,539.18
"20-200-04","12/06/16","SAM'S CLUB          "," 13226  ",539.18,0
"20-100-01","12/06/16","SHAVER SOUND SERVICE"," 13227  ",0,180
"20-200-04","12/06/16","SHAVER SOUND SERVICE"," 13227  ",180,0
"20-100-01","12/06/16","TOWN OF GRUNDY      "," 13228  ",0,105.01
"20-200-04","12/06/16","TOWN OF GRUNDY      "," 13228  ",105.01,0
"20-100-01","12/06/16","TOWN OF GRUNDY/FOOD "," 13229  ",0,466.7
"20-200-04","12/06/16","TOWN OF GRUNDY/FOOD "," 13229  ",466.7,0
"20-100-01","12/06/16","TRI-STATE THEATRE SE"," 13230  ",0,600
"20-200-04","12/06/16","TRI-STATE THEATRE SE"," 13230  ",600,0
"20-100-01","12/06/16","WALT DISNEY STUDIOS "," 13231  ",0,558.73
"20-200-04","12/06/16","WALT DISNEY STUDIOS "," 13231  ",558.73,0
"20-100-01","12/06/16","WARNER BROTHERS     "," 13232  ",0,1271.75
"20-200-04","12/06/16","WARNER BROTHERS     "," 13232  ",1271.75,0
"10-300-05","12/06/16","WOOLDRIDGE          ","~       ",0,45.36
"10-300-04","12/06/16","WOOLDRIDGE          ","~       ",0,49.27
"10-100-23","12/06/16","WOOLDRIDGE          ","~       ",94.63,0
"10-300-05","12/06/16","MUTTER              ","~       ",0,520.3
"10-300-04","12/06/16","MUTTER              ","~       ",0,39.6
"10-100-23","12/06/16","MUTTER              ","~       ",559.9,0
"10-300-05","12/06/16","PLAZA RX            ","~       ",0,459.58
"10-300-04","12/06/16","PLAZA RX            ","~       ",0,490.34
"10-100-23","12/06/16","PLAZA RX            ","~       ",949.92,0
"10-300-05","12/06/16","GNB                 ","~       ",0,22
"10-100-23","12/06/16","GNB                 ","~       ",22,0
"10-300-05","12/06/16","HUTCHINSON          ","CASH    ",0,25
"10-100-23","12/06/16","HUTCHINSON          ","CASH    ",25,0
"10-300-05","12/08/16","COMFORT INN         ","~       ",0,4440.26
"10-100-23","12/08/16","COMFORT INN         ","~       ",4440.26,0
"10-300-04","12/08/16","COLLEY              ","~       ",0,37.8
"10-100-23","12/08/16","COLLEY              ","~       ",37.8,0
"10-300-04","12/08/16","MCGEORGE            ","~       ",0,108.67
"10-100-23","12/08/16","MCGEORGE            ","~       ",108.67,0
"10-300-05","12/08/16","FIRST BANK          ","~       ",0,821.7
"10-100-23","12/08/16","FIRST BANK          ","~       ",821.7,0
"10-300-04","12/08/16","VALLEY              ","~       ",0,120
"10-100-23","12/08/16","VALLEY              ","~       ",120,0
"10-300-04","12/08/16","WARD                ","~       ",0,104.5
"10-100-23","12/08/16","WARD                ","~       ",104.5,0
"10-300-05","12/08/16","ELSWICK             ","~       ",0,234.3
"10-100-23","12/08/16","ELSWICK             ","~       ",234.3,0
"10-300-05","12/08/16","SKEENS              ","~       ",0,234.52
"10-300-04","12/08/16","SKEENS              ","~       ",0,180.29
"10-100-23","12/08/16","SKEENS              ","~       ",414.81,0
"10-300-04","12/08/16","SUBWAY              ","~       ",0,130.5
"10-100-23","12/08/16","SUBWAY              ","~       ",130.5,0
"10-300-05","12/08/16","TWO WAY             ","~       ",0,20.68
"10-100-23","12/08/16","TWO WAY             ","~       ",20.68,0
"10-300-04","12/08/16","STAKEM              ","~       ",0,208.14
"10-100-23","12/08/16","STAKEM              ","~       ",208.14,0
"10-300-05","12/08/16","BLAKEMERE           ","~       ",0,30.04
"10-100-23","12/08/16","BLAKEMERE           ","~       ",30.04,0
"10-300-05","12/08/16","WHITE               ","~       ",0,30.04
"10-100-23","12/08/16","WHITE               ","~       ",30.04,0
"10-300-05","12/08/16","TOP DOGG            ","~       ",0,718.3
"10-100-23","12/08/16","TOP DOGG            ","~       ",718.3,0
"10-300-02","12/08/16","TILLER              ","~       ",0,594
"10-100-23","12/08/16","TILLER              ","~       ",594,0
"10-300-04","12/08/16","MAYNARD             ","~       ",0,40.3
"10-100-23","12/08/16","MAYNARD             ","~       ",40.3,0
"10-300-04","12/08/16","MITCHELL            ","~       ",0,66.59
"10-100-23","12/08/16","MITCHELL            ","~       ",66.59,0
"10-300-05","12/08/16","PHILRIS             ","~       ",0,1105.21
"10-100-23","12/08/16","PHILRIS             ","~       ",1105.21,0
"10-300-05","12/08/16","MMS                 ","~       ",0,372.24
"10-100-23","12/08/16","MMS                 ","~       ",372.24,0
"10-300-50","12/08/16","RIFE                ","~       ",0,91.74
"10-100-23","12/08/16","RIFE                ","~       ",91.74,0
"10-300-05","12/08/16","ELGIN               ","~       ",0,518.1
"10-300-04","12/08/16","ELGIN               ","~       ",0,56.02
"10-100-23","12/08/16","ELGIN               ","~       ",574.12,0
"10-300-04","12/08/16","SHEETS              ","~       ",0,231.8
"10-300-05","12/08/16","SHEETS              ","~       ",0,611.38
"10-100-23","12/08/16","SHEETS              ","~       ",843.18,0
"10-120-01","12/08/16","GCC                 ","~       ",0,105.01
"10-100-23","12/08/16","GCC                 ","~       ",105.01,0
"10-120-02","12/08/16","GCC                 ","~       ",0,268.07
"10-120-02","12/08/16","GCC                 ","~       ",0,107.03
"10-120-01","12/08/16","GCC                 ","~       ",0,4904.3
"10-100-23","12/08/16","GCC                 ","~       ",5279.4,0
"10-300-20","12/08/16","GCC                 ","~       ",0,466.7
"10-100-23","12/08/16","GCC                 ","~       ",466.7,0
"10-300-07","12/08/16","DIRECT DEPOSIT      ","~       ",0,797.54
"10-100-23","12/08/16","DIRECT DEPOSIT      ","~       ",797.54,0
"10-300-07","12/08/16","DIRECT DEPOSIT      ","~       ",0,455.56
"10-100-23","12/08/16","DIRECT DEPOSIT      ","~       ",455.56,0
"10-110-03","12/08/16","NOVEMBER 2016       ","BILLING ",2199,0
"10-300-01","12/08/16","CAM BILLING         ","BILLING ",0,2199
"10-300-25","12/04/16","INTEREST            ","~       ",0,72.53
"10-100-03","12/04/16","INTEREST            ","~       ",72.53,0
"10-300-14","12/09/16","Garbage Deposit     ","~       ",0,1487
"10-100-23","12/09/16","Garbage Deposit     ","~       ",1487,0
"10-100-23","12/09/16","PR Net              ","~       ",0,25187.4
"10-110-01","12/09/16","Wages               ","~       ",2596.15,0
"10-110-02","12/09/16","Soc Match           ","~       ",154.99,0
"10-110-02","12/09/16","Med Match           ","~       ",36.25,0
"10-120-01","12/09/16","Wages               ","~       ",4733.53,0
"10-120-02","12/09/16","Soc Match           ","~       ",293.46,0
"10-120-02","12/09/16","Med Match           ","~       ",68.64,0
"10-200-06","12/09/16","Soc Sec Withholdings","~       ",0,2099.67
"10-200-06","12/09/16","Med Withholdings    ","~       ",0,491.04
"10-200-06","12/09/16","Soc Match Liab      ","~       ",0,2099.67
"10-200-06","12/09/16","Med Match Liab      ","~       ",0,491.04
"10-200-07","12/09/16","Fed Withholdings    ","~       ",0,2926.93
"10-200-08","12/09/16","State Withholdings  ","~       ",0,1301
"10-200-09","12/09/16","VSRS                ","~       ",0,1330.17
"10-200-09","12/09/16","HYBRID 401          ","~       ",0,67.44
"10-200-10","12/09/16","ANTHEM              ","~       ",0,287.21
"10-200-12","12/09/16","GARNISHMET          ","~       ",0,78.19
"10-200-15","12/09/16","SHORT TERM          ","~       ",0,144.69
"10-200-15","12/09/16","AFLAC               ","~       ",0,291.8
"10-200-15","12/09/16","LIBERTY             ","~       ",0,20
"10-200-16","12/09/16","MISC.               ","~       ",0,239.34
"10-400-01","12/09/16","Wages               ","~       ",4643.29,0
"10-400-02","12/09/16","Soc Match           ","~       ",286.2,0
"10-400-02","12/09/16","Med Match           ","~       ",66.93,0
"10-500-01","12/09/16","Wages               ","~       ",8431.92,0
"10-500-02","12/09/16","Soc Match           ","~       ",511.28,0
"10-500-02","12/09/16","Med Match           ","~       ",119.56,0
"10-510-01","12/09/16","Wages               ","~       ",9883.32,0
"10-510-02","12/09/16","Soc Match           ","~       ",601.61,0
"10-510-02","12/09/16","Med Match           ","~       ",140.69,0
"10-520-01","12/09/16","Wages               ","~       ",3563.42,0
"10-520-02","12/09/16","Soc Match           ","~       ",214.44,0
"10-520-02","12/09/16","Med Match           ","~       ",50.15,0
"10-550-01","12/09/16","Wages               ","~       ",613.25,0
"10-550-02","12/09/16","Soc Match           ","~       ",37.69,0
"10-550-02","12/09/16","Med Match           ","~       ",8.82,0
"10-200-07","12/09/16","941 DEPOSIT         ","ACHDEBIT",7608.35,0
"10-100-23","12/09/16","941 DEPOSIT         ","ACHDEBIT",0,7608.35
"10-200-08","12/09/16","VA-15               ","ACHDEBIT",1301,0
"10-100-23","12/09/16","VA-15               ","ACHDEBIT",0,1301
"10-200-09","12/09/16","VRS                 ","ACHDEBIT",68.5,0
"10-560-55","12/09/16","VRS                 ","ACHDEBIT",68.5,0
"10-100-23","12/09/16","VRS                 ","ACHDEBIT",0,137
"10-100-23","12/09/16","PR Net              ","~       ",0,123.18
"10-200-06","12/09/16","Soc Sec Withholdings","~       ",0,8.27
"10-200-06","12/09/16","Med Withholdings    ","~       ",0,1.93
"10-200-06","12/09/16","Soc Match Liab      ","~       ",0,8.27
"10-200-06","12/09/16","Med Match Liab      ","~       ",0,1.93
"10-510-01","12/09/16","Wages               ","~       ",133.38,0
"10-510-02","12/09/16","Soc Match           ","~       ",8.27,0
"10-510-02","12/09/16","Med Match           ","~       ",1.93,0
"10-200-07","12/09/16","941 DEPOSIT         ","ACHDEBIT",20.4,0
"10-100-23","12/09/16","941 DEPOSIT         ","ACHDEBIT",0,20.4
"10-300-14","12/09/16","Garbage Deposit     ","~       ",0,80
"10-100-23","12/09/16","Garbage Deposit     ","~       ",80,0
"20-400-31","11/30/16","MERCHANT SERVICE FEE","ACHDEBIT",203.59,0
